Time Date,voyage,company,Value
24012020,2667437,AutoPark,3276.12658
25012020,2667437,AutoPark,3134.3312
26012020,2667437,AutoPark,3864.9534
27012020,2667437,AutoPark,3974.2528
28012020,2667437,AutoPark,3836.567201
29012020,2667437,AutoPark,3526.4418
30012020,2667437,AutoPark,3072.3
31012020,2667437,AutoPark,3126.286695
1022020,2667437,AutoPark,2458.955705
2022020,2667437,AutoPark,6832.937244
3022020,2667437,AutoPark,5918.635128
4022020,2667437,AutoPark,3058.701282
5022020,2667437,AutoPark,2760.2288
6022020,2667437,AutoPark,2937.4912
7022020,2667437,AutoPark,2507.900668
8022020,2667437,AutoPark,2458.319598
9022020,2667437,AutoPark,2930.256
10022020,2667437,AutoPark,3024.819
11022020,2667437,AutoPark,2767.597489
12022020,2667437,AutoPark,2982.126
13022020,2667437,AutoPark,3172.217005
14022020,2667437,AutoPark,2963.0937
15022020,2667437,AutoPark,3676.6121
16022020,2667437,AutoPark,3775.689439
17022020,2667437,AutoPark,3435.7092
18022020,2667437,AutoPark,3189.34
19022020,2667437,AutoPark,3264.352
20022020,2667437,AutoPark,3044.37
21022020,2667437,AutoPark,2791.419385
22022020,2667437,AutoPark,5462.412809
23022020,2667437,AutoPark,4276.461944
24022020,2667437,AutoPark,2584.104827
25022020,2667437,AutoPark,3575.224162
26022020,2667437,AutoPark,3501.276072
27022020,2667437,AutoPark,2967.2034
28022020,2667437,AutoPark,2681.28
1032020,2667437,AutoPark,3656.037
2032020,2667437,AutoPark,3379.53
3032020,2667437,AutoPark,3692.6253
4032020,2667437,AutoPark,3234.298873
5032020,2667437,AutoPark,5440.192632
6032020,2667437,AutoPark,2899.484242
7032020,2667437,AutoPark,2187.036133
8032020,2667437,AutoPark,2811.005689
9032020,2667437,AutoPark,2425.763592
10032020,2667437,AutoPark,2627.608794
11032020,2667437,AutoPark,2539.217181
12032020,2667437,AutoPark,2932.7431
13032020,2667437,AutoPark,2675.154605
14032020,2667437,AutoPark,2858.373025
15032020,2667437,AutoPark,2538.837
16032020,2667437,AutoPark,2466.2988
17032020,2667437,AutoPark,2603.3154
18032020,2667437,AutoPark,3167.5945
19032020,2667437,AutoPark,3098.368
20032020,2667437,AutoPark,3085.6
21032020,2667437,AutoPark,6046.510239
22032020,2667437,AutoPark,3108.049283
23032020,2667437,AutoPark,2759.106801
24032020,2667437,AutoPark,3400.0785
25032020,2667437,AutoPark,2710.939
26032020,2667437,AutoPark,3506.47584
27032020,2667437,AutoPark,5639.634538
28032020,2667437,AutoPark,3330.08858
29032020,2667437,AutoPark,2539.5552
30032020,2667437,AutoPark,3123.372
31032020,2667437,AutoPark,3225.7155
1042020,2667437,AutoPark,2668.862182
2042020,2667437,AutoPark,3041.4972
3042020,2667437,AutoPark,3339.272336
4042020,2667437,AutoPark,2428.402908
5042020,2667437,AutoPark,3170.307168
6042020,2667437,AutoPark,2478.812983
7042020,2667437,AutoPark,2459.671809
8042020,2667437,AutoPark,2911.2636
9042020,2667437,AutoPark,2582.9664
10042020,2667437,AutoPark,2740.245178
11042020,2667437,AutoPark,2397.7905
12042020,2667437,AutoPark,2840.481
13042020,2667437,AutoPark,3013.4608
14042020,2667437,AutoPark,2926.86071
15042020,2667437,AutoPark,2838.3264
16042020,2667437,AutoPark,3255.84
17042020,2667437,AutoPark,2511.971
18042020,2667437,AutoPark,6755.703585
19042020,2667437,AutoPark,2481.8864
20042020,2667437,AutoPark,2645.200026
21042020,2667437,AutoPark,2323.776
22042020,2667437,AutoPark,2763.6336
23042020,2667437,AutoPark,2500.8256
24042020,2667437,AutoPark,2234.4
25042020,2667437,AutoPark,2409.3216
26042020,2667437,AutoPark,2652.153
27042020,2667437,AutoPark,2577.54
28042020,2667437,AutoPark,7344.792
29042020,2667437,AutoPark,6618.612
30042020,2667437,AutoPark,6445.3662
1052020,2667437,AutoPark,6595.897462
2052020,2667437,AutoPark,2404.385438
3052020,2667437,AutoPark,6246.744
4052020,2667437,AutoPark,2571.4752
5052020,2667437,AutoPark,2191.84
6052020,2667437,AutoPark,7090.496
7052020,2667437,AutoPark,5960.560425
8052020,2667437,AutoPark,7041.04128
9052020,2667437,AutoPark,2675.2152
10052020,2667437,AutoPark,6160.5999
11052020,2667437,AutoPark,6625.794
12052020,2667437,AutoPark,6281.6565
13052020,2667437,AutoPark,5811.6744
14052020,2667437,AutoPark,6168.4735
15052020,2667437,AutoPark,5783.1592
16052020,2667437,AutoPark,5930.2971
17052020,2667437,AutoPark,5322.0615
18052020,2667437,AutoPark,6566.1568
19052020,2667437,AutoPark,5822.5272
20052020,2667437,AutoPark,6038.5192
21052020,2667437,AutoPark,6386.2344
22052020,2667437,AutoPark,5128.9056
23052020,2667437,AutoPark,5467.231
24052020,2667437,AutoPark,5660.48
25052020,2667437,AutoPark,5839.3916
26052020,2667437,AutoPark,5619.0372
27052020,2667437,AutoPark,6383.388916
28052020,2667437,AutoPark,5969.282592
29052020,2667437,AutoPark,5205.62
30052020,2667437,AutoPark,6031.368322
31052020,2667437,AutoPark,5496.0388
1062020,2667437,AutoPark,4883.76
2062020,2667437,AutoPark,5175.429
3062020,2667437,AutoPark,5633.5608
4062020,2667437,AutoPark,5785.8192
5062020,2667437,AutoPark,5636.4336
6062020,2667437,AutoPark,6222.4848
7062020,2667437,AutoPark,5634.754448
8062020,2667437,AutoPark,5730.587226
9062020,2667437,AutoPark,5761.56
10062020,2667437,AutoPark,6214.965379
11062020,2667437,AutoPark,5952.4416
12062020,2667437,AutoPark,5766.9066
13062020,2667437,AutoPark,5167.05
14062020,2667437,AutoPark,5678.169
15062020,2667437,AutoPark,6005.5884
16062020,2667437,AutoPark,5496.0388
17062020,2667437,AutoPark,6403.152
18062020,2667437,AutoPark,5597.2917
19062020,2667437,AutoPark,5356.3356
20062020,2667437,AutoPark,5156.350368
21062020,2667437,AutoPark,5410.875841
22062020,2667437,AutoPark,5762.8368
23062020,2667437,AutoPark,6084.351
24062020,2667437,AutoPark,4974.2
25062020,2667437,AutoPark,5770.0188
26062020,2667437,AutoPark,5936.038847
27062020,2667437,AutoPark,5438.172734
28062020,2667437,AutoPark,5616.3373
29062020,2667437,AutoPark,4876.179
30062020,2667437,AutoPark,5375.4876
1072020,2667437,AutoPark,5302.434956
2072020,2667437,AutoPark,5761.29952
3072020,2667437,AutoPark,6228.0176
4072020,2667437,AutoPark,6114.8346
5072020,2667437,AutoPark,5382.948328
6072020,2667437,AutoPark,6137.525331
7072020,2667437,AutoPark,8147.7396
8072020,2667437,AutoPark,6289.37848
9072020,2667437,AutoPark,6136.64128
10072020,2667437,AutoPark,6295.34752
11072020,2667437,AutoPark,5261.579431
12072020,2667437,AutoPark,6043.911286
13072020,2667437,AutoPark,5076.8494
14072020,2667437,AutoPark,4298.56
15072020,2667437,AutoPark,5278.2912
16072020,2667437,AutoPark,6026.9216
17072020,2667437,AutoPark,6059.4534
18072020,2667437,AutoPark,4472.809518
19072020,2667437,AutoPark,5434.4864
20072020,2667437,AutoPark,6553.8144
21072020,2667437,AutoPark,4644.9984
22072020,2667437,AutoPark,6109.488
23072020,2667437,AutoPark,5416.4516
24072020,2667437,AutoPark,5914.776
25072020,2667437,AutoPark,5816.4225
26072020,2667437,AutoPark,6859.2888
27072020,2667437,AutoPark,6276.1104
28072020,2667437,AutoPark,5790.0486
29072020,2667437,AutoPark,5736.04466
30072020,2667437,AutoPark,6382.710166
31072020,2667437,AutoPark,6240.36
1082020,2667437,AutoPark,6359.661
2082020,2667437,AutoPark,5560.2512
3082020,2667437,AutoPark,6320.16
4082020,2667437,AutoPark,6097.119
5082020,2667437,AutoPark,5635.476
6082020,2667437,AutoPark,5943.504
7082020,2667437,AutoPark,6165.0288
8082020,2667437,AutoPark,5443.2378
9082020,2667437,AutoPark,5308.9344
10082020,2667437,AutoPark,5973.1098
11082020,2667437,AutoPark,5671.9446
12082020,2667437,AutoPark,5921.2664
13082020,2667437,AutoPark,5148.297
14082020,2667437,AutoPark,4978.0038
15082020,2667437,AutoPark,5298.581962
16082020,2667437,AutoPark,5864.8478
17082020,2667437,AutoPark,5609.94
18082020,2667437,AutoPark,5075.28
19082020,2667437,AutoPark,5479.866
20082020,2667437,AutoPark,5507.796
21082020,2667437,AutoPark,5447.6268
22082020,2667437,AutoPark,5626.8576
23082020,2667437,AutoPark,5323.2984
24082020,2667437,AutoPark,6435.072
25082020,2667437,AutoPark,6394.8395
26082020,2667437,AutoPark,6542.665382
27082020,2667437,AutoPark,6148.7895
28082020,2667437,AutoPark,5079.1104
29082020,2667437,AutoPark,6438.4236
30082020,2667437,AutoPark,5589.192
31082020,2667437,AutoPark,5416.1856
1092020,2667437,AutoPark,6672.876
2092020,2667437,AutoPark,5828.9245
3092020,2667437,AutoPark,5567.4864
4092020,2667437,AutoPark,6543.127435
5092020,2667437,AutoPark,6442.7328
6092020,2667437,AutoPark,5077.674
7092020,2667437,AutoPark,6218.947
8092020,2667437,AutoPark,6326.330455
9092020,2667437,AutoPark,6202.2688
10092020,2667437,AutoPark,5757.57
11092020,2667437,AutoPark,6279.196
12092020,2667437,AutoPark,5413.8448
13092020,2667437,AutoPark,5155.5854
14092020,2667437,AutoPark,5550.09
15092020,2667437,AutoPark,6368.04
16092020,2667437,AutoPark,6212.9886
17092020,2667437,AutoPark,5228.496
18092020,2667437,AutoPark,6222.1124
19092020,2667437,AutoPark,6002.6358
20092020,2667437,AutoPark,6191.948
21092020,2667437,AutoPark,6678.7812
22092020,2667437,AutoPark,5686.7076
23092020,2667437,AutoPark,6082.9944
24092020,2667437,AutoPark,5761.56
25092020,2667437,AutoPark,6362.618069
26092020,2667437,AutoPark,6497.011536
27092020,2667437,AutoPark,5787.096
28092020,2667437,AutoPark,2788.5312
29092020,2667437,AutoPark,6123.307126
30092020,2667437,AutoPark,5421.361066
1102020,2667437,AutoPark,5119.3163
2102020,2667437,AutoPark,5515.9356
3102020,2667437,AutoPark,6451.431
4102020,2667437,AutoPark,5465.901
5102020,2667437,AutoPark,6222.205899
6102020,2667437,AutoPark,5869.231427
7102020,2667437,AutoPark,7098.4095
8102020,2667437,AutoPark,5557.393296
9102020,2667437,AutoPark,6722.352
10102020,2667437,AutoPark,6235.725854
11102020,2667437,AutoPark,6450.087567
12102020,2667437,AutoPark,5651.032052
13102020,2667437,AutoPark,5590.222165
14102020,2667437,AutoPark,6283.375392
15102020,2667437,AutoPark,6160.212072
16102020,2667437,AutoPark,2409.681498
17102020,2667437,AutoPark,2510.507645
18102020,2667437,AutoPark,2511.141772
19102020,2667437,AutoPark,2633.6128
20102020,2667437,AutoPark,2810.8752
21102020,2667437,AutoPark,5972.189227
22102020,2667437,AutoPark,6378.68
23102020,2667437,AutoPark,2421.9832
24102020,2667437,AutoPark,3111.003
25102020,2667437,AutoPark,2871.496228
26102020,2667437,AutoPark,3190.7232
27102020,2667437,AutoPark,2539.5552
28102020,2667437,AutoPark,2714.466893
29102020,2667437,AutoPark,5958.365186
30102020,2667437,AutoPark,6144.0015
31102020,2667437,AutoPark,7469.28
1112020,2667437,AutoPark,6852.16
2112020,2667437,AutoPark,2784.8737
3112020,2667437,AutoPark,2762.144
4112020,2667437,AutoPark,3165.1074
5112020,2667437,AutoPark,2417.94
6112020,2667437,AutoPark,3566.1024
7112020,2667437,AutoPark,3640.21
8112020,2667437,AutoPark,2885.568
9112020,2667437,AutoPark,7407.036
10112020,2667437,AutoPark,5978.5362
11112020,2667437,AutoPark,2740.0128
12112020,2667437,AutoPark,2434.432
13112020,2667437,AutoPark,2962.8144
14112020,2667437,AutoPark,2737.0336
15112020,2667437,AutoPark,3188.808
16112020,2667437,AutoPark,2714.796
17112020,2667437,AutoPark,2406.06709
18112020,2667437,AutoPark,2589.3504
19112020,2667437,AutoPark,2435.496
20112020,2667437,AutoPark,2665.9584
21112020,2667437,AutoPark,3281.093189
22112020,2667437,AutoPark,2696.377075
23112020,2667437,AutoPark,2577.7927
24112020,2667437,AutoPark,3019.7916
25112020,2667437,AutoPark,3056.6592
26112020,2667437,AutoPark,2678.62
27112020,2667437,AutoPark,2823.749515
28112020,2667437,AutoPark,3388.253809
29112020,2667437,AutoPark,3501.0255
30112020,2667437,AutoPark,3050.9136
1122020,2667437,AutoPark,2918.685
2122020,2667437,AutoPark,2933.7672
3122020,2667437,AutoPark,3622.8003
4122020,2667437,AutoPark,2629.794397
5122020,2667437,AutoPark,2463.129955
6122020,2667437,AutoPark,2684.2592
7122020,2667437,AutoPark,2741.2896
8122020,2667437,AutoPark,3029.8464
9122020,2667437,AutoPark,2603.3154
10122020,2667437,AutoPark,2997.0486
11122020,2667437,AutoPark,2921.6376
12122020,2667437,AutoPark,3167.5945
13122020,2667437,AutoPark,3167.5945
14122020,2667437,AutoPark,3383.354511
15122020,2667437,AutoPark,2714.591329
16122020,2667437,AutoPark,2585.035107
